2,2008-12-31,15,2008-12-31 23:02:40,2009-01-01 17:20:58
2,2019-05-31,17,2019-05-31 22:28:05,2019-06-01 21:08:05
2,2019-06-01,2700,2019-06-01 00:30:40,2019-06-01 01:02:37
4,2019-06-01,19,2019-06-01 00:59:57,2019-06-01 01:50:02
1,2019-06-01,1438,2019-06-01 00:29:12,2019-06-01 02:20:07
1,2019-06-01,732,2019-06-01 02:03:29,2019-06-01 04:41:56
4,2019-06-01,8,2019-06-01 02:54:48,2019-06-01 04:35:07
2,2019-06-01,1204,2019-06-01 02:00:21,2019-06-01 05:23:01
2,2019-06-01,958,2019-06-01 05:03:31,2019-06-01 07:06:27
1,2019-06-01,461,2019-06-01 05:53:36,2019-06-01 08:18:26
4,2019-06-01,7,2019-06-01 05:52:31,2019-06-01 08:01:42
2,2019-06-01,2335,2019-06-01 08:27:22,2019-06-01 09:59:30
1,2019-06-01,1052,2019-06-01 08:07:07,2019-06-01 10:35:05
4,2019-06-01,7,2019-06-01 08:27:03,2019-06-01 11:06:37
2,2019-06-01,4838,2019-06-01 11:00:43,2019-06-01 11:41:55
1,2019-06-01,2504,2019-06-01 11:50:54,2019-06-01 14:34:42
4,2019-06-01,30,2019-06-01 11:01:27,2019-06-01 13:54:59
2,2019-06-01,6175,2019-06-01 14:00:50,2019-06-01 16:50:40
1,2019-06-01,3566,2019-06-01 14:41:14,2019-06-01 16:57:55
4,2019-06-01,31,2019-06-01 14:54:40,2019-06-01 17:33:11
2,2019-06-01,6909,2019-06-01 17:02:00,2019-06-01 19:20:33
1,2019-06-01,4015,2019-06-01 17:03:45,2019-06-01 20:14:17
4,2019-06-01,42,2019-06-01 17:41:51,2019-06-01 19:34:22
1,2019-06-01,2419,2019-06-01 20:35:58,2019-06-01 22:52:11
4,2019-06-01,28,2019-06-01 20:23:09,2019-06-01 22:52:28
2,2019-06-01,4204,2019-06-01 22:35:43,2019-06-02 21:04:57
2,2019-06-01,4046,2019-06-01 23:00:49,2019-06-02 00:29:15
1,2019-06-01,2077,2019-06-01 23:01:48,2019-06-02 02:08:01
4,2019-06-01,26,2019-06-01 23:33:23,2019-06-02 02:09:18
2,2019-06-02,1376,2019-06-02 02:01:07,2019-06-03 04:36:47
1,2019-06-02,754,2019-06-02 02:41:59,2019-06-02 04:45:37
2,2019-06-02,924,2019-06-02 05:21:26,2019-06-02 07:43:51
1,2019-06-02,447,2019-06-02 05:10:03,2019-06-02 08:18:49
4,2019-06-02,9,2019-06-02 05:14:46,2019-06-02 08:07:14
2,2019-06-02,2223,2019-06-02 08:00:22,2019-06-02 11:15:51
1,2019-06-02,1056,2019-06-02 08:13:37,2019-06-02 11:18:42
4,2019-06-02,13,2019-06-02 08:43:27,2019-06-02 10:52:34
2,2019-06-02,5790,2019-06-02 11:01:03,2019-06-02 12:38:04
1,2019-06-02,2947,2019-06-02 11:42:32,2019-06-02 14:40:02
4,2019-06-02,31,2019-06-02 11:38:15,2019-06-02 14:11:30
2,2019-06-02,7242,2019-06-02 14:01:32,2019-06-02 16:45:15
1,2019-06-02,4013,2019-06-02 14:11:59,2019-06-02 17:37:51
4,2019-06-02,43,2019-06-02 14:39:19,2019-06-02 17:34:38
2,2019-06-02,5748,2019-06-02 18:04:22,2019-06-03 18:58:42
1,2019-06-02,3030,2019-06-02 17:50:17,2019-06-02 19:41:11
4,2019-06-02,33,2019-06-02 17:31:57,2019-06-02 20:04:34
2,2019-06-02,3228,2019-06-02 20:14:32,2019-06-03 21:21:43
1,2019-06-02,1767,2019-06-02 20:17:02,2019-06-02 22:40:12
4,2019-06-02,22,2019-06-02 20:56:56,2019-06-02 23:23:57
4,2019-06-02,16,2019-06-02 23:09:26,2019-06-03 02:19:47
2,2019-06-03,2151,2019-06-03 00:57:22,2019-06-03 00:07:24
1,2019-06-02,1039,2019-06-02 23:27:27,2019-06-03 02:22:33
1,2019-06-03,312,2019-06-03 02:27:58,2019-06-03 05:11:16
2,2019-06-03,603,2019-06-03 02:20:18,2019-06-03 05:25:17
1,2019-06-03,1257,2019-06-03 05:06:52,2019-06-03 08:23:00
4,2019-06-03,11,2019-06-03 05:45:41,2019-06-03 07:49:00
2,2019-06-03,2224,2019-06-03 06:00:41,2019-06-04 06:40:58
1,2019-06-03,3302,2019-06-03 08:40:59,2019-06-03 10:54:20
4,2019-06-03,27,2019-06-03 08:39:02,2019-06-03 10:39:20
2,2019-06-03,5792,2019-06-03 10:19:02,2019-06-04 08:09:34
1,2019-06-03,3370,2019-06-03 11:34:23,2019-06-03 14:19:21
4,2019-06-03,33,2019-06-03 11:06:18,2019-06-03 14:32:41
2,2019-06-03,5596,2019-06-03 12:20:46,2019-06-03 12:18:22
2,2019-06-03,5988,2019-06-03 14:24:52,2019-06-04 15:08:47
1,2019-06-03,3810,2019-06-03 14:25:09,2019-06-03 17:12:28
4,2019-06-03,39,2019-06-03 14:27:05,2019-06-03 17:00:00
2,2019-06-03,6096,2019-06-03 17:02:15,2019-06-04 17:53:56
1,2019-06-03,3439,2019-06-03 17:14:06,2019-06-03 19:45:31
4,2019-06-03,38,2019-06-03 17:00:57,2019-06-03 20:21:44
2,2019-06-03,4156,2019-06-03 20:02:32,2019-06-03 21:43:48
1,2019-06-03,2296,2019-06-03 20:16:39,2019-06-03 22:28:28
4,2019-06-03,18,2019-06-03 20:05:17,2019-06-03 23:13:32
2,2019-06-03,1875,2019-06-03 23:15:08,2019-06-04 00:44:57
1,2019-06-03,968,2019-06-03 23:12:59,2019-06-04 01:32:53
4,2019-06-03,15,2019-06-03 23:55:27,2019-06-04 01:31:49
1,2019-06-04,189,2019-06-04 02:09:01,2019-06-04 05:09:24
2,2019-06-04,284,2019-06-04 02:26:52,2019-06-04 04:48:02
1,2019-06-04,990,2019-06-04 05:17:36,2019-06-04 08:44:59
4,2019-06-04,12,2019-06-04 05:30:40,2019-06-04 09:02:07
2,2019-06-04,1553,2019-06-04 05:43:34,2019-06-04 05:59:16
1,2019-06-04,2735,2019-06-04 08:58:54,2019-06-04 10:37:57
4,2019-06-04,17,2019-06-04 08:22:52,2019-06-04 11:35:00
2,2019-06-04,3928,2019-06-04 08:28:57,2019-06-04 11:15:07
2,2019-06-04,4690,2019-06-04 11:00:16,2019-06-05 11:19:34
1,2019-06-04,3208,2019-06-04 11:19:36,2019-06-04 14:23:35
4,2019-06-04,21,2019-06-04 11:40:41,2019-06-04 14:26:04
2,2019-06-04,5168,2019-06-04 14:01:10,2019-06-05 15:36:44
1,2019-06-04,3540,2019-06-04 14:00:22,2019-06-04 17:12:01
4,2019-06-04,30,2019-06-04 14:50:29,2019-06-04 17:42:22
2,2019-06-04,4521,2019-06-04 19:58:16,2019-06-05 18:26:37
1,2019-06-04,2868,2019-06-04 17:42:20,2019-06-04 19:36:07
4,2019-06-04,23,2019-06-04 17:36:49,2019-06-04 19:59:21
2,2019-06-04,4086,2019-06-04 21:07:50,2019-06-04 23:05:08
1,2019-06-04,2497,2019-06-04 20:20:50,2019-06-04 22:49:48
4,2019-06-04,19,2019-06-04 20:59:14,2019-06-04 22:55:15
2,2019-06-04,1870,2019-06-04 23:02:53,2019-06-05 00:08:13
1,2019-06-04,1068,2019-06-04 23:14:59,2019-06-05 02:03:53
4,2019-06-04,7,2019-06-04 23:34:36,2019-06-05 02:17:12
2,2019-06-05,391,2019-06-05 02:00:23,2019-06-05 05:22:08
1,2019-06-05,241,2019-06-05 02:59:31,2019-06-05 05:17:09
2,2019-06-05,1893,2019-06-05 05:00:54,2019-06-05 08:24:57
1,2019-06-05,1002,2019-06-05 05:22:28,2019-06-05 08:29:56
4,2019-06-05,7,2019-06-05 05:43:17,2019-06-05 08:06:18
2,2019-06-05,5934,2019-06-05 09:27:37,2019-06-05 11:14:45
1,2019-06-05,3340,2019-06-05 08:26:17,2019-06-05 10:28:47
4,2019-06-05,32,2019-06-05 08:55:03,2019-06-05 10:30:41
2,2019-06-05,7239,2019-06-05 11:07:30,2019-06-05 13:05:31
1,2019-06-05,4265,2019-06-05 11:20:23,2019-06-05 14:10:22
4,2019-06-05,33,2019-06-05 11:36:42,2019-06-05 13:55:39
1,2019-06-05,4534,2019-06-05 14:21:45,2019-06-05 16:46:54
4,2019-06-05,47,2019-06-05 14:41:16,2019-06-05 18:01:57
2,2019-06-05,7208,2019-06-05 14:01:48,2019-06-05 14:37:45
1,2019-06-05,4186,2019-06-05 17:33:49,2019-06-05 20:25:11
4,2019-06-05,44,2019-06-05 17:28:00,2019-06-05 19:40:02
2,2019-06-05,7176,2019-06-05 19:10:43,2019-06-06 17:29:33
2,2019-06-05,4962,2019-06-05 20:00:13,2019-06-05 22:46:12
1,2019-06-05,2868,2019-06-05 20:54:50,2019-06-05 23:10:33
4,2019-06-05,34,2019-06-05 20:24:40,2019-06-05 22:46:28
1,2019-06-05,1219,2019-06-05 23:19:38,2019-06-06 01:42:13
4,2019-06-05,13,2019-06-05 23:12:02,2019-06-06 01:50:18
2,2019-06-05,2361,2019-06-05 23:40:03,2019-06-06 02:26:46
2,2019-06-06,559,2019-06-06 02:01:01,2019-06-06 04:58:00
1,2019-06-06,306,2019-06-06 02:18:44,2019-06-06 04:37:08
2,2019-06-06,2055,2019-06-06 05:04:07,2019-06-06 06:19:07
1,2019-06-06,1025,2019-06-06 05:32:48,2019-06-06 07:29:47
4,2019-06-06,14,2019-06-06 05:57:00,2019-06-06 07:36:48
2,2019-06-06,6971,2019-06-06 08:19:32,2019-06-06 09:18:47
1,2019-06-06,3887,2019-06-06 08:31:01,2019-06-06 11:26:28
4,2019-06-06,43,2019-06-06 08:38:11,2019-06-06 11:06:33
2,2019-06-06,7852,2019-06-06 12:34:45,2019-06-06 12:56:29
1,2019-06-06,4630,2019-06-06 11:14:48,2019-06-06 14:38:04
4,2019-06-06,35,2019-06-06 11:05:08,2019-06-06 13:55:23
2,2019-06-06,8045,2019-06-06 14:00:48,2019-06-07 13:25:16
1,2019-06-06,5178,2019-06-06 14:44:35,2019-06-06 17:11:24
4,2019-06-06,63,2019-06-06 14:02:24,2019-06-06 16:54:41
2,2019-06-06,7748,2019-06-06 17:15:17,2019-06-07 17:05:52
1,2019-06-06,4417,2019-06-06 17:49:44,2019-06-06 20:04:02
4,2019-06-06,42,2019-06-06 17:08:21,2019-06-06 19:48:20
2,2019-06-06,7714,2019-06-06 20:23:02,2019-06-06 23:09:30
1,2019-06-06,4216,2019-06-06 20:47:51,2019-06-06 22:37:38
4,2019-06-06,45,2019-06-06 20:09:09,2019-06-06 23:00:19
2,2019-06-06,3687,2019-06-06 23:44:59,2019-06-06 23:55:33
1,2019-06-06,1903,2019-06-06 23:23:42,2019-06-07 02:18:10
4,2019-06-06,22,2019-06-06 23:12:34,2019-06-07 02:25:18
2,2019-06-07,614,2019-06-07 02:05:22,2019-06-07 03:39:29
1,2019-06-07,340,2019-06-07 02:39:32,2019-06-07 04:45:28
2,2019-06-07,2097,2019-06-07 05:55:03,2019-06-07 07:23:24
1,2019-06-07,1189,2019-06-07 05:00:09,2019-06-07 08:16:12
4,2019-06-07,13,2019-06-07 05:27:08,2019-06-07 08:08:41
2,2019-06-07,5766,2019-06-07 08:12:12,2019-06-07 10:56:23
1,2019-06-07,3304,2019-06-07 08:18:53,2019-06-07 11:21:03
4,2019-06-07,33,2019-06-07 08:36:34,2019-06-07 11:03:59
2,2019-06-07,6755,2019-06-07 12:13:44,2019-06-07 11:42:06
1,2019-06-07,4286,2019-06-07 11:51:46,2019-06-07 14:26:02
4,2019-06-07,39,2019-06-07 11:11:50,2019-06-07 13:44:50
2,2019-06-07,7372,2019-06-07 14:00:45,2019-06-07 16:04:01
1,2019-06-07,4720,2019-06-07 14:09:54,2019-06-07 17:14:53
4,2019-06-07,51,2019-06-07 14:03:41,2019-06-07 17:21:23
2,2019-06-07,6993,2019-06-07 17:02:53,2019-06-07 19:54:35
1,2019-06-07,4183,2019-06-07 17:45:08,2019-06-07 20:04:16
4,2019-06-07,33,2019-06-07 17:44:42,2019-06-07 20:33:48
2,2019-06-07,6128,2019-06-07 20:03:29,2019-06-08 19:23:33
1,2019-06-07,3478,2019-06-07 20:29:38,2019-06-07 22:43:33
4,2019-06-07,35,2019-06-07 20:58:22,2019-06-07 23:02:00
2,2019-06-07,4068,2019-06-07 23:36:37,2019-06-08 15:09:47
1,2019-06-07,2166,2019-06-07 23:25:24,2019-06-08 01:33:53
4,2019-06-07,24,2019-06-07 23:53:36,2019-06-08 01:59:58
2,2019-06-08,1218,2019-06-08 02:21:39,2019-06-08 04:53:40
1,2019-06-08,621,2019-06-08 02:00:18,2019-06-08 05:19:18
2,2019-06-08,899,2019-06-08 05:00:08,2019-06-08 07:00:59
1,2019-06-08,443,2019-06-08 05:28:48,2019-06-08 08:27:06
4,2019-06-08,6,2019-06-08 05:34:10,2019-06-08 07:53:00
2,2019-06-08,2516,2019-06-08 08:00:08,2019-06-09 07:59:16
1,2019-06-08,1156,2019-06-08 08:58:19,2019-06-08 10:42:14
4,2019-06-08,12,2019-06-08 08:07:27,2019-06-08 10:44:36
2,2019-06-08,5046,2019-06-08 11:00:30,2019-06-09 13:10:15
1,2019-06-08,2662,2019-06-08 11:19:45,2019-06-08 13:54:30
4,2019-06-08,34,2019-06-08 11:40:20,2019-06-08 14:14:33
2,2019-06-08,4914,2019-06-08 14:03:08,2019-06-08 15:05:24
1,2019-06-08,2901,2019-06-08 14:04:09,2019-06-08 16:59:18
4,2019-06-08,30,2019-06-08 14:30:09,2019-06-08 17:08:28
2,2019-06-08,5400,2019-06-08 17:19:41,2019-06-09 19:01:48
1,2019-06-08,2998,2019-06-08 17:00:41,2019-06-08 19:46:58
4,2019-06-08,42,2019-06-08 17:48:40,2019-06-08 20:21:39
2,2019-06-08,4887,2019-06-08 20:02:05,2019-06-08 22:38:06
1,2019-06-08,2634,2019-06-08 20:32:12,2019-06-08 23:12:21
4,2019-06-08,35,2019-06-08 20:47:50,2019-06-08 23:17:19
2,2019-06-08,3790,2019-06-08 23:02:17,2019-06-09 00:21:14
1,2019-06-08,1916,2019-06-08 23:11:36,2019-06-09 01:41:09
4,2019-06-08,24,2019-06-08 23:08:41,2019-06-09 01:50:41
2,2019-06-09,1371,2019-06-09 02:46:56,2019-06-10 04:40:01
1,2019-06-09,677,2019-06-09 02:02:05,2019-06-09 04:45:10
2,2019-06-09,817,2019-06-09 05:00:23,2019-06-09 08:34:42
1,2019-06-09,429,2019-06-09 05:03:57,2019-06-09 08:20:07
2,2019-06-09,1765,2019-06-09 08:01:21,2019-06-09 08:36:15
1,2019-06-09,955,2019-06-09 08:45:05,2019-06-09 11:04:06
4,2019-06-09,8,2019-06-09 08:13:12,2019-06-09 11:31:26
2,2019-06-09,4257,2019-06-09 11:00:04,2019-06-09 13:04:40
1,2019-06-09,2111,2019-06-09 11:02:52,2019-06-09 13:30:07
4,2019-06-09,29,2019-06-09 11:45:42,2019-06-09 13:47:21
2,2019-06-09,5661,2019-06-09 14:04:16,2019-06-09 14:32:34
1,2019-06-09,3085,2019-06-09 14:27:24,2019-06-09 17:17:17
4,2019-06-09,32,2019-06-09 14:29:33,2019-06-09 17:20:16
2,2019-06-09,4622,2019-06-09 17:00:32,2019-06-10 18:24:32
1,2019-06-09,2377,2019-06-09 17:06:21,2019-06-09 19:44:22
4,2019-06-09,28,2019-06-09 17:53:07,2019-06-09 19:53:12
2,2019-06-09,3241,2019-06-09 20:04:24,2019-06-10 20:23:08
1,2019-06-09,1616,2019-06-09 20:07:01,2019-06-09 23:11:02
4,2019-06-09,18,2019-06-09 20:12:49,2019-06-09 23:01:06
2,2019-06-09,1583,2019-06-09 23:01:22,2019-06-10 02:33:08
1,2019-06-09,806,2019-06-09 23:06:37,2019-06-10 01:36:36
4,2019-06-09,10,2019-06-09 23:06:53,2019-06-10 01:57:31
2,2019-06-10,436,2019-06-10 02:01:07,2019-06-10 04:16:46
1,2019-06-10,269,2019-06-10 02:24:05,2019-06-10 05:25:33
1,2019-06-10,1093,2019-06-10 05:01:29,2019-06-10 09:04:31
2,2019-06-10,2073,2019-06-10 05:52:06,2019-06-10 08:32:58
4,2019-06-10,10,2019-06-10 05:41:36,2019-06-10 07:44:34
2,2019-06-10,5515,2019-06-10 08:01:14,2019-06-10 09:27:04
1,2019-06-10,3217,2019-06-10 08:29:31,2019-06-10 10:49:31
4,2019-06-10,25,2019-06-10 08:02:12,2019-06-10 11:09:12
2,2019-06-10,6826,2019-06-10 11:01:17,2019-06-10 12:06:50
1,2019-06-10,4030,2019-06-10 11:09:07,2019-06-10 13:43:33
4,2019-06-10,47,2019-06-10 11:25:13,2019-06-10 13:29:57
2,2019-06-10,6949,2019-06-10 14:00:03,2019-06-11 16:11:19
1,2019-06-10,4100,2019-06-10 14:10:58,2019-06-10 16:59:43
4,2019-06-10,47,2019-06-10 14:37:58,2019-06-10 17:15:14
1,2019-06-10,2696,2019-06-10 17:13:47,2019-06-10 20:08:04
4,2019-06-10,26,2019-06-10 17:43:49,2019-06-10 20:00:30
2,2019-06-10,4991,2019-06-10 17:00:15,2019-06-11 17:29:59
2,2019-06-10,3269,2019-06-10 20:54:07,2019-06-10 23:54:56
1,2019-06-10,1683,2019-06-10 20:53:23,2019-06-10 22:45:45
4,2019-06-10,17,2019-06-10 20:36:19,2019-06-10 23:18:03
2,2019-06-10,1731,2019-06-10 23:35:55,2019-06-11 00:02:20
1,2019-06-10,817,2019-06-10 23:22:44,2019-06-11 02:28:28
4,2019-06-10,10,2019-06-10 23:43:11,2019-06-11 01:50:30
2,2019-06-11,415,2019-06-11 02:15:32,2019-06-11 03:51:25
1,2019-06-11,222,2019-06-11 02:00:07,2019-06-11 05:19:24
2,2019-06-11,2103,2019-06-11 05:04:30,2019-06-11 06:47:09
1,2019-06-11,1132,2019-06-11 05:46:27,2019-06-11 08:44:47
4,2019-06-11,10,2019-06-11 05:41:49,2019-06-11 08:51:44
2,2019-06-11,6348,2019-06-11 08:00:40,2019-06-12 07:36:48
1,2019-06-11,3411,2019-06-11 08:07:57,2019-06-11 10:58:36
4,2019-06-11,29,2019-06-11 08:31:53,2019-06-11 11:06:14
2,2019-06-11,7006,2019-06-11 13:17:07,2019-06-11 12:28:59
1,2019-06-11,4076,2019-06-11 11:33:06,2019-06-11 13:53:08
4,2019-06-11,34,2019-06-11 11:08:16,2019-06-11 13:53:21
2,2019-06-11,7031,2019-06-11 14:00:36,2019-06-12 15:21:10
1,2019-06-11,4282,2019-06-11 14:30:36,2019-06-11 16:39:52
4,2019-06-11,43,2019-06-11 14:43:00,2019-06-11 17:48:43
2,2019-06-11,7440,2019-06-11 17:05:26,2019-06-12 18:12:00
1,2019-06-11,4271,2019-06-11 17:39:05,2019-06-11 20:06:34
4,2019-06-11,47,2019-06-11 17:42:13,2019-06-11 19:45:14
2,2019-06-11,4991,2019-06-11 21:32:36,2019-06-11 22:31:39
1,2019-06-11,2796,2019-06-11 20:03:36,2019-06-11 22:39:39
4,2019-06-11,31,2019-06-11 20:24:56,2019-06-11 23:05:48
2,2019-06-11,2017,2019-06-11 23:00:05,2019-06-12 02:00:27
1,2019-06-11,944,2019-06-11 23:50:06,2019-06-12 01:49:07
4,2019-06-11,10,2019-06-11 23:31:34,2019-06-12 01:45:58
2,2019-06-12,362,2019-06-12 02:45:13,2019-06-12 05:29:15
1,2019-06-12,194,2019-06-12 02:11:59,2019-06-12 04:33:54
2,2019-06-12,1732,2019-06-12 07:57:14,2019-06-12 08:08:08
1,2019-06-12,1010,2019-06-12 05:13:36,2019-06-12 08:48:48
4,2019-06-12,11,2019-06-12 05:10:29,2019-06-12 07:42:07
2,2019-06-12,6353,2019-06-12 09:36:21,2019-06-12 08:50:22
1,2019-06-12,3568,2019-06-12 08:49:41,2019-06-12 10:42:22
4,2019-06-12,34,2019-06-12 08:52:02,2019-06-12 11:16:54
2,2019-06-12,7859,2019-06-12 12:50:11,2019-06-12 13:19:19
1,2019-06-12,4656,2019-06-12 11:04:59,2019-06-12 13:52:58
4,2019-06-12,42,2019-06-12 11:41:38,2019-06-12 14:10:38
2,2019-06-12,8009,2019-06-12 14:37:10,2019-06-12 17:16:59
1,2019-06-12,4894,2019-06-12 14:09:13,2019-06-12 17:45:12
4,2019-06-12,59,2019-06-12 14:46:17,2019-06-12 17:19:07
2,2019-06-12,7973,2019-06-12 17:30:31,2019-06-12 19:41:29
1,2019-06-12,4665,2019-06-12 17:37:38,2019-06-12 19:42:56
4,2019-06-12,53,2019-06-12 17:40:19,2019-06-12 19:44:25
2,2019-06-12,6170,2019-06-12 20:57:05,2019-06-12 20:52:59
1,2019-06-12,3412,2019-06-12 20:36:57,2019-06-12 22:26:22
4,2019-06-12,35,2019-06-12 20:28:36,2019-06-12 23:18:34
2,2019-06-12,2464,2019-06-12 23:41:48,2019-06-13 00:57:41
1,2019-06-12,1295,2019-06-12 23:32:06,2019-06-13 03:10:59
4,2019-06-12,15,2019-06-12 23:03:07,2019-06-13 02:13:11
2,2019-06-13,379,2019-06-13 02:03:37,2019-06-13 03:21:49
1,2019-06-13,225,2019-06-13 02:28:32,2019-06-13 05:04:08
2,2019-06-13,2139,2019-06-13 05:22:25,2019-06-14 07:31:46
1,2019-06-13,1099,2019-06-13 05:45:33,2019-06-13 08:27:17
4,2019-06-13,14,2019-06-13 05:48:17,2019-06-13 08:07:50
2,2019-06-13,8328,2019-06-13 08:42:44,2019-06-13 09:40:49
1,2019-06-13,4689,2019-06-13 08:51:12,2019-06-13 12:09:03
4,2019-06-13,48,2019-06-13 08:22:47,2019-06-13 10:46:25
2,2019-06-13,8502,2019-06-13 11:00:18,2019-06-13 14:13:23
1,2019-06-13,5035,2019-06-13 11:20:41,2019-06-13 14:24:20
4,2019-06-13,54,2019-06-13 11:11:14,2019-06-13 14:18:56
2,2019-06-13,7778,2019-06-13 14:01:50,2019-06-13 16:19:47
1,2019-06-13,4789,2019-06-13 14:38:16,2019-06-13 16:41:16
4,2019-06-13,41,2019-06-13 14:28:13,2019-06-13 17:24:20
2,2019-06-13,7247,2019-06-13 17:00:03,2019-06-13 19:33:27
1,2019-06-13,4146,2019-06-13 17:11:16,2019-06-13 20:04:42
4,2019-06-13,47,2019-06-13 17:00:50,2019-06-13 19:38:53
2,2019-06-13,6945,2019-06-13 20:01:13,2019-06-14 19:24:16
1,2019-06-13,3907,2019-06-13 20:29:02,2019-06-13 22:58:11
4,2019-06-13,37,2019-06-13 20:11:15,2019-06-13 22:35:23
2,2019-06-13,3690,2019-06-13 23:09:29,2019-06-14 01:44:07
1,2019-06-13,1824,2019-06-13 23:00:17,2019-06-14 02:09:00
4,2019-06-13,19,2019-06-13 23:47:38,2019-06-14 01:30:06
2,2019-06-14,624,2019-06-14 02:01:11,2019-06-14 02:24:51
1,2019-06-14,357,2019-06-14 02:26:56,2019-06-14 05:13:11
2,2019-06-14,1904,2019-06-14 05:00:26,2019-06-15 07:29:21
1,2019-06-14,1085,2019-06-14 05:56:09,2019-06-14 08:03:35
4,2019-06-14,12,2019-06-14 05:36:52,2019-06-14 08:03:16
2,2019-06-14,5718,2019-06-14 08:02:25,2019-06-14 08:56:49
1,2019-06-14,3123,2019-06-14 08:39:55,2019-06-14 10:59:38
4,2019-06-14,32,2019-06-14 08:41:15,2019-06-14 10:59:19
2,2019-06-14,6782,2019-06-14 11:00:26,2019-06-14 11:24:53
1,2019-06-14,4100,2019-06-14 11:29:19,2019-06-14 14:27:35
4,2019-06-14,49,2019-06-14 11:00:39,2019-06-14 14:28:27
2,2019-06-14,6788,2019-06-14 14:02:51,2019-06-15 15:54:32
1,2019-06-14,4307,2019-06-14 14:06:16,2019-06-14 17:43:32
4,2019-06-14,37,2019-06-14 14:29:11,2019-06-14 17:32:55
2,2019-06-14,6468,2019-06-14 17:00:29,2019-06-15 00:43:35
1,2019-06-14,3680,2019-06-14 17:45:07,2019-06-14 19:52:58
4,2019-06-14,46,2019-06-14 17:28:13,2019-06-14 20:11:04
2,2019-06-14,5209,2019-06-14 20:00:25,2019-06-15 21:56:14
1,2019-06-14,2961,2019-06-14 20:52:55,2019-06-14 22:46:40
4,2019-06-14,27,2019-06-14 20:18:06,2019-06-14 23:40:53
2,2019-06-14,4012,2019-06-14 23:00:13,2019-06-14 23:52:45
1,2019-06-14,2079,2019-06-14 23:01:47,2019-06-15 01:49:35
4,2019-06-14,14,2019-06-14 23:43:47,2019-06-15 02:26:22
2,2019-06-15,1273,2019-06-15 02:54:44,2019-06-16 03:48:47
1,2019-06-15,631,2019-06-15 02:44:32,2019-06-15 04:53:56
4,2019-06-15,9,2019-06-15 02:13:17,2019-06-15 04:44:37
2,2019-06-15,893,2019-06-15 05:08:55,2019-06-15 08:08:22
1,2019-06-15,471,2019-06-15 05:00:36,2019-06-15 08:22:39
4,2019-06-15,8,2019-06-15 05:38:13,2019-06-15 07:53:01
2,2019-06-15,1958,2019-06-15 08:00:10,2019-06-15 09:11:00
1,2019-06-15,948,2019-06-15 08:41:59,2019-06-15 10:34:38
4,2019-06-15,8,2019-06-15 08:24:59,2019-06-15 11:45:09
2,2019-06-15,3571,2019-06-15 11:00:33,2019-06-16 13:11:12
1,2019-06-15,1873,2019-06-15 11:57:51,2019-06-15 14:08:44
4,2019-06-15,19,2019-06-15 11:12:39,2019-06-15 14:07:36
2,2019-06-15,4480,2019-06-15 14:02:47,2019-06-16 14:27:09
1,2019-06-15,2580,2019-06-15 14:07:42,2019-06-15 17:48:48
4,2019-06-15,27,2019-06-15 14:57:54,2019-06-15 16:57:51
2,2019-06-15,4618,2019-06-15 18:59:13,2019-06-16 18:25:55
1,2019-06-15,2559,2019-06-15 17:39:07,2019-06-15 19:34:15
4,2019-06-15,37,2019-06-15 17:01:27,2019-06-15 19:55:41
2,2019-06-15,4078,2019-06-15 21:37:52,2019-06-16 20:33:10
1,2019-06-15,2192,2019-06-15 20:46:23,2019-06-15 22:54:18
4,2019-06-15,25,2019-06-15 20:52:16,2019-06-15 23:22:14
2,2019-06-15,3459,2019-06-15 23:52:51,2019-06-15 23:49:55
1,2019-06-15,1820,2019-06-15 23:49:50,2019-06-16 01:51:47
